,PMID,sent-idx,sentence
425,22744141,9,"CONCLUSION Findings from this study indicate generally that there are benefits to training parents to implement naturalistic language intervention strategies with preschool children who have ID and significant language impairments.

"
426,22341427,0,"Intermediate-term mortality and cardiac transplantation in infants with single-ventricle lesions: risk factors and their interaction with shunt type.

"
427,22341427,1,OBJECTIVE
428,22341427,2,"The study objective was to identify factors associated with death and cardiac transplantation in infants undergoing the Norwood procedure and to determine differences in associations that might favor the modified Blalock-Taussig shunt or a right ventricle-to-pulmonary artery shunt.
"
429,22341427,3,METHODS
430,22341427,4,"We used competing risks methodology to analyze death without transplantation, cardiac transplantation, and survival without transplantation."
431,22341427,5,"Parametric time-to-event modeling and bootstrapping were used to identify independent predictors.
"
432,22341427,6,"RESULTS Data from 549 subjects (follow-up, 2.7 ± 0.9 years) were analyzed."
433,22341427,7,Mortality risk was characterized by early and constant phases; transplant was characterized by only a constant phase.
434,22341427,8,"Early phase factors associated with death included lower socioeconomic status (P = .01), obstructed pulmonary venous return (P < .001), smaller ascending aorta (P = .02), and anatomic subtype."
435,22341427,9,Constant phase factors associated with death included genetic syndrome (P < .001) and lower gestational age (P < .001).
436,22341427,10,The right ventricle-to-pulmonary artery shunt demonstrated better survival in the 51% of subjects who were full term with aortic atresia (P < .001).
437,22341427,11,The modified Blalock-Taussig shunt was better among the 4% of subjects who were preterm with a patent aortic valve (P = .003).
438,22341427,12,"Lower pre-Norwood right ventricular fractional area change, pre-Norwood surgery, and anatomy other than hypoplastic left heart syndrome were independently associated with transplantation (all P < .03), but shunt type was not (P = .43).
"
439,22341427,13,"CONCLUSIONS Independent risk factors for intermediate-term mortality include lower socioeconomic status, anatomy, genetic syndrome, and lower gestational age."
440,22341427,14,"Term infants with aortic atresia benefited from a right ventricle-to-pulmonary artery shunt, and preterm infants with a patent aortic valve benefited from a modified Blalock-Taussig shunt."
441,22341427,15,"Right ventricular function and anatomy, but not shunt type, were associated with transplantation.

"
442,24803369,0,"Youth with autism spectrum disorder comprehend lexicalized and novel primary conceptual metaphors.

"
443,24803369,1,Individuals with autism spectrum disorder (ASD) have difficulty comprehending metaphors.
444,24803369,2,"However, no study to date has examined whether or not they understand conceptual metaphors (i.e. mappings between conceptual structures), which could be the building blocks of metaphoric thinking and understanding."
445,24803369,3,"We investigated whether 13 participants with ASD (age 7;03-22;03) and 13 age-matched typically developing (TD) controls could comprehend lexicalized conceptual metaphors (e.g., Susan is a warm person) and novel ones (e.g., Susan is a toasty person)."
446,24803369,4,"Individuals with ASD performed at greater than chance levels on both metaphor types, although their performance was lower than TD participants."
447,24803369,5,"We discuss the theoretical relevance of these findings and educational implications.

"
448,16055807,0,"Interventions in the initial prodromal states of psychosis in Germany: concept and recruitment.

"
449,16055807,1,BACKGROUND The Early Detection and Intervention Programme of the German Research Network on Schizophrenia (GRNS) investigates the initial prodromal phase of psychosis in a multidimensional approach.
450,16055807,2,"Two intervention strategies are being studied by two large-scale multicentre projects.
"
451,16055807,3,AIMS
452,16055807,4,"To present the concept of the intervention studies, and to provide an interim report of the recruitment procedure.
"
453,16055807,5,"METHOD Comprehensive cognitive-behavioural therapy has been developed for patients in the ""early initial prodromal state""."
454,16055807,6,"For patients in the ""late initial prodromal state"" the atypical neuroleptic amisulpride is explored."
455,16055807,7,"Both interventions are evaluated in randomised controlled trials using clinical management as the control condition.
"
456,16055807,8,RESULTS
457,16055807,9,"Between January 2001 and March 2003, 1212 individuals seeking help for mental health problems were screened for putative prodromal symptoms at four university centres."
458,16055807,10,"More than 388 individuals fulfilled criteria for both interventions and 188 (48.5%) gave informed consent to participate in the trials.
"
459,16055807,11,CONCLUSIONS
460,16055807,12,"The screening procedure appears to be feasible and trial participation seems to be acceptable to a relevant proportion of people at increased risk of developing psychosis.

"
461,2803397,0,"[The sympatho-adrenergic stress reaction in ear surgery using various anesthesia technics].

"
462,2803397,1,The aim of the present study was to investigate the effects of various anaesthetic procedures on the endocrine stress responses during ear microsurgical operations.
463,2803397,2,"Simple mastoidectomies, radical mastoidectomies and tympano plastics were carried out in 49 patients under the following randomised anaesthetic procedures: Group 1 halothane anaesthesia and retroauricular infiltration anaesthesia with lidocaine and ornipressin (n = 14), Group 2 fentanyl anaesthesia and retroauricular anaesthesia with lidocaine and ornipressin (n = 10), Group 3 fentanyl anaesthesia and retroauricular infiltration anaesthesia with lidocaine and epinephrine (n = 14), and Group 4 retroauricular infiltration anaesthesia with prilocaine and epinephrine (n = 14)."
464,2803397,3,"The plasma levels of epinephrine, norepinephrine, glucose, lactate and free glycerol were measured in addition to mean arterial pressure (MAP) and heart rate (HR) immediately before anaesthesia, 10 minutes after skin incision, 10 minutes after having started bone drilling, at the end of the operation and 3 hours after operation."
465,2803397,4,All data were subjected to covariance analysis including the age factor.
466,2803397,5,Plasma catecholamine concentrations remained within the normal range during the investigation in patients subjected to general anaesthesia (Groups 1-3).
467,2803397,6,Plasma catecholamines (epinephrine and norepinephrine) increased significantly in Group 4 (retroauricular infiltration anaesthesia).
468,2803397,7,There were no group variabilities with regard to MAP and HR.
469,2803397,8,"The plasma levels of epinephrine and norepinephrine demonstrate a direct response to stress followed by a secondary change in glucose, lactate and free glycerol."
470,2803397,9,"The beneficial effect of general anaesthesia is documented by normal plasma levels of epinephrine and norepinephrine throughout the operation.(ABSTRACT TRUNCATED AT 250 WORDS)

"
471,7831628,0,"Measurement of transfer factor during constant exhalation.

"
472,7831628,1,BACKGROUND Transfer factor of the lung for carbon monoxide (TLCO) was measured by a new method based on analysis of the ratio of the concentrations of carbon monoxide to an inert gas (methane) relative to lung volume during a constant exhalation.
473,7831628,2,"Since this new technique is based solely upon exhalation, anomalies associated with inspiration and breath holding do not affect results."
474,7831628,3,"Additionally, because prolonged breath holding is not required, measurements can readily be made in dyspnoeic patients.
"
475,7831628,4,"METHODS Exhalation TLCO (TLCO,ex) was compared with the standard (Jones and Meade) 10 second breath holding TLCO (TLCO,bh) in 100 consecutive patients."
476,7831628,5,"Patients did not practise the exhalation manoeuvre prior to testing.
"
477,7831628,6,RESULTS
478,7831628,7,The comparative results were very close; mean difference (bias) +/-
479,7831628,8,standard deviation (precision) was 0.05 (0.84) mmol/min/kPa.
480,7831628,9,"The relation was equally strong in patients with severe pulmonary disease; for patients with FEV1 < 1.51 the mean difference was 0.21 (0.80) mmol/min/kPa.
"
481,7831628,10,CONCLUSIONS
482,7831628,11,"Since the results were essentially identical between the techniques, it seems that comparable pathophysiological factors affect TLCO during breath holding and constant exhalation."
483,7831628,12,"Constant exhalation may therefore be a useful alternative to the breath holding technique for clinical measurement of TLCO.

"
484,17897478,0,"Salmeterol plus fluticasone propionate versus fluticasone propionate plus montelukast: a randomised controlled trial investigating the effects on airway inflammation in asthma.

"
485,17897478,1,"BACKGROUND Few studies have compared treatment strategies in patients with asthma poorly controlled on low dose inhaled corticosteroids, and little is known about the effects of different treatments on airway inflammation."
486,17897478,2,"In this double-blind, placebo-controlled, parallel group study, we compared the effects of salmeterol plus fluticasone propionate (FP) (Seretide; SFC) and FP plus montelukast (FP/M) on sputum inflammatory markers, airway responsiveness, lung function, and symptoms in adult asthmatics.
"
487,17897478,3,METHODS Sixty-six subjects were randomised to SFC or FP/M for 12 weeks.
488,17897478,4,"The primary outcome was changes in neutrophil, eosinophil, macrophage, lymphocyte, and epithelial cell levels in induced sputum."
489,17897478,5,"Additional outcomes included the change in other sputum markers of airway inflammation, airway responsiveness, symptom control, and lung function.
"
490,17897478,6,RESULTS
491,17897478,7,"Both treatments had no significant effect on induced sputum inflammatory cells, although there was a trend for a reduction in sputum eosinophils."
492,17897478,8,"Both treatments significantly improved airway responsiveness, whereas SFC generally led to greater improvements in symptom control and lung function than FP/M. FP/M led to significantly greater reductions in sputum cysteinyl leukotrienes than SFC (treatment ratio 1.80; 95% CI 1.09, 2.94).
"
493,17897478,9,CONCLUSION
494,17897478,10,"Both treatments led to similar control of eosinophilic airway inflammation, although PEF and symptom control were better with SFC."
495,17897478,11,"STUDY NUMBER: SAM40030 (SOLTA).

"
496,7814711,0,"Efficacy of intramuscular oxytetracycline as a dry cow treatment for Staphylococcus aureus mastitis.

"
497,7814711,1,"To determine the efficacy of intramuscular oxytetracycline as a supplemental dry cow treatment for Staphylococcus aureus mastitis, 37 Holstein cows were randomly assigned to two treatment groups: intracisternal infusion with a commercial preparation of cephapirin benzathine at drying off (20 cows) and infusion with cephapirin benzathine at drying off and intramuscular oxytetracycline at 11 mg/kg once daily on d 7, 8, 9, and 10 after drying off (17 cows)."
498,7814711,2,"Milk samples collected 7, 14, 30, and 60 d after calving were plated for bacterial isolation within 24 h after collection and after 24 to 72 h of storage at -20"
499,7814711,3,degrees C. Quarters were defined as infected if S. aureus was isolated from the fresh and frozen cultures from any one sample collected before drying off.
500,7814711,4,An infected quarter was defined as cured if S. aureus was not isolated from the fresh or frozen culture from milk samples obtained following calving.
501,7814711,5,"The rate of cure by 30 d after calving for systemic oxytetracycline (in combination with cephapirin treatment) was 29.4% for infected quarters and 29.4% for infected cows, compared with 27.5 and 25.0%, respectively, for the cephapirin treatment only."
502,7814711,6,"Results including the culture at 60 d after calving were 21.2 and 22.5%, respectively, for combination therapy and cephapirin therapy only."
503,7814711,7,"Systemic oxytetracycline, in combination with intramammary dry cow treatment, did not improve the rate of cure for S. aureus mastitis.

"
504,8726604,0,"The effects of sevoflurane and isoflurane on recovery from outpatient surgery.

"
505,8726604,1,"This randomized, open-label study compared the investigational inhalational anesthetic sevoflurane with isoflurane in 47 healthy women undergoing elective ambulatory surgery."
506,8726604,2,The women were randomized to receive either sevoflurane or isoflurane in 60% nitrous oxide-oxygen.
507,8726604,3,Induction with thiopental 3-6 mg/kg was followed by vecuronium 0.1 mg/kg and fentanyl 0-200 micrograms.
508,8726604,4,"Duration of anesthesia, time to emergence, orientation, length of stay in the surgical unit, and hospital discharge were recorded."
509,8726604,5,"The emergence, length of stay, and discharge times after discontinuation of sevoflurane were 9.7 +/-"
510,8726604,6,"0.7, 120.6 +/-"
511,8726604,7,"8.0, and 244 +/-"
512,8726604,8,"15 minutes, respectively, and for isoflurane were 11.9 +/-"
513,8726604,9,"1.4, 106.8 +/-"
514,8726604,10,"7.1, and 282 +/-"
515,8726604,11,"24 minutes, respectively (NS)."
516,8726604,12,The isoflurane group had a higher frequency of postoperative cough.
517,8726604,13,"At the end of surgery, the sevoflurane group received a deeper level of anesthesia (minimum alveolar concentration 1.5 vs 1.3), however, these patients were oriented earlier (13.6 +/-"
518,8726604,14,1.1 min vs 17.0 +/-
519,8726604,15,"1.5 min isoflurane; p = 0.02) after discontinuation of anesthesia, although this difference is of little clinical significance.

"
520,21975269,0,"Use of hormonal contraceptives and risk of HIV-1 transmission: a prospective cohort study.

"
521,21975269,1,BACKGROUND Hormonal contraceptives are used widely but their effects on HIV-1 risk are unclear.
522,21975269,2,"We aimed to assess the association between hormonal contraceptive use and risk of HIV-1 acquisition by women and HIV-1 transmission from HIV-1-infected women to their male partners.
"
523,21975269,3,METHODS
524,21975269,4,"In this prospective study, we followed up 3790 heterosexual HIV-1-serodiscordant couples participating in two longitudinal studies of HIV-1 incidence in seven African countries."
525,21975269,5,"Among injectable and oral hormonal contraceptive users and non-users, we compared rates of HIV-1 acquisition by women and HIV-1 transmission from women to men."
526,21975269,6,The primary outcome measure was HIV-1 seroconversion.
527,21975269,7,"We used Cox proportional hazards regression and marginal structural modelling to assess the effect of contraceptive use on HIV-1 risk.
"
528,21975269,8,FINDINGS
529,21975269,9,"Among 1314 couples in which the HIV-1-seronegative partner was female (median follow-up 18·0 [IQR 12·6-24·2] months), rates of HIV-1 acquisition were"
530,21975269,10,"6·61 per 100 person-years in women who used hormonal contraception and 3·78 per 100 person-years in those who did not (adjusted hazard ratio 1·98, 95% CI 1·06-3·68, p=0·03)."
531,21975269,11,"Among 2476 couples in which the HIV-1-seronegative partner was male (median follow-up 18·7 [IQR 12·8-24·2] months), rates of HIV-1 transmission from women to men were 2·61 per 100 person-years in couples in which women used hormonal contraception and 1·51 per 100 person-years in couples in which women did not use hormonal contraception (adjusted hazard ratio 1·97, 95% CI 1·12-3·45, p=0·02)."
532,21975269,12,"Marginal structural model analyses generated much the same results to the Cox proportional hazards regression.
"
533,21975269,13,"INTERPRETATION Women should be counselled about potentially increased risk of HIV-1 acquisition and transmission with hormonal contraception, especially injectable methods, and about the importance of dual protection with condoms to decrease HIV-1 risk. Non-hormonal or low-dose hormonal contraceptive methods should be considered for women with or at-risk for HIV-1"
534,21975269,14,".
FUNDING US National Institutes of Health and the Bill & Melinda Gates Foundation.

"
535,18337284,0,Once-daily amoxicillin versus twice-daily penicillin V in group
536,18337284,1,"A beta-haemolytic streptococcal pharyngitis.

"
537,18337284,2,"BACKGROUND Rheumatic fever is a preventable chronic disease preceded by group A beta-haemolytic streptococcal (GABHS) pharyngitis.
"
538,18337284,3,OBJECTIVE
539,18337284,4,"To test the non-inferiority of once-daily (QD) oral amoxicillin to the recommended twice-daily (BID) oral penicillin V in GABHS pharyngitis.
"
540,18337284,5,METHODS
541,18337284,6,This was a randomised non-inferiority trial carried out in a school-based clinic in New Zealand.
542,18337284,7,Children presenting with GABHS pharyngitis were randomised to oral amoxicillin 1500 mg QD (or 750 mg if bodyweight was <or=30 kg) or to oral penicillin V 500 mg BID (or 250 mg if bodyweight was <or=20 kg) for 10 days.
543,18337284,8,"Observed medication and weekend diary cards were used to monitor adherence.
"
544,18337284,9,"OUTCOME Eradication of GABHS, determined with follow-up throat cultures on days 3-6, 12-16 and 26-36."
545,18337284,10,GABHS isolates were serotyped to distinguish bacteriological treatment failures (and relapses) from new acquisitions.
546,18337284,11,"Non-inferiority was defined as an upper 95% confidence limit (CL) for the difference in success of eradication in the amoxicillin and penicillin V treatment groups of <or=10%.
"
547,18337284,12,RESULTS
548,18337284,13,353 children with positive throat swabs for GABHS were randomised to amoxicillin (n = 177) or penicillin V (n = 176).
549,18337284,14,"The upper 95% CL for the differences in positive cultures between the antibiotics was 4.9% at days 3-6, 6.5% at days 12-16 and 8.5% at days 26-36."
550,18337284,15,"Treatment failures (including relapses) occurred at each visit in 5.8%, 12.7% and 10.7% of amoxicillin recipients and 6.2%, 11.9% and 11.3% of penicillin V recipients, respectively."
551,18337284,16,No significant differences in resolution of symptoms were noted between treatment groups.
552,18337284,17,"One case of unsubstantiated acute rheumatic fever occurred after 7 days of amoxicillin.
"
553,18337284,18,CONCLUSION
554,18337284,19,"In this adequately powered study, once-daily oral amoxicillin is not inferior to twice-daily penicillin V for the treatment and eradication of GABHS in children with pharyngitis.

"
555,11099086,0,"Oral ciprofloxacin vs. intramuscular ceftriaxone as empiric treatment of acute invasive diarrhea in children.

"
556,11099086,1,BACKGROUND Acute invasive diarrhea is a potentially serious condition in children.
557,11099086,2,"Because of the increasing resistance of enteric pathogens to commonly used oral antibiotics, intramuscular ceftriaxone has become the routine drug in the treatment of acute invasive diarrhea requiring an emergency visit in southern Israel."
558,11099086,3,"The inconvenience of this parenteral regimen created an increased need for oral pediatric formulations for the treatment of invasive diarrhea.
"
559,11099086,4,OBJECTIVES
560,11099086,5,"To evaluate the efficacy and safety of a suspension formulation of ciprofloxacin in the treatment of acute invasive diarrhea in infants and children.
"
561,11099086,6,"PATIENTS AND METHODS From July 1996 through December 1997, 201 evaluable children ages 6 months to 10 years (35% <1 year; 70% <3 years) presenting with acute invasive diarrhea at the Pediatric Emergency Room were randomized to receive either ciprofloxacin suspension (10 mg/kg twice a day"
562,11099086,7,+ im placebo; n = 95) or im ceftriaxone (50 mg/kg/day + placebo suspension; n = 106) for 3 days in a double blind manner.
563,11099086,8,"Stool cultures for Shigella, Salmonella, Campylobacter spp. and diarrheagenic Escherichia coli were obtained on Days 1, 3, 4 to 5 and 21 +/-"
564,11099086,9,5.
565,11099086,10,"Clinical response and safety were assessed on Days 1, 2, 3, 4 to 5 and 21 +/-"
566,11099086,11,"5.
"
567,11099086,12,RESULTS
568,11099086,13,We isolated 127 pathogens from 121 (60%) patients: 73 (57%)
569,11099086,14,Shigella; 23 (18%)
570,11099086,15,Salmonella; 18 (14%) E. coli; and 13 (10%) Campylobacter.
571,11099086,16,"Overall bacteriologic eradication on Day 4 to 5 was 99% for Shigella, 77% for Salmonella and 77% for Campylobacter, with no difference between the 2 groups."
572,11099086,17,"Clinical cure or improvement was observed in 100 and 99% of the ciprofloxacin and ceftriaxone groups, respectively."
573,11099086,18,Serum ciprofloxacin values determined on Day 3 of the treatment were higher in the majority of patients than were the MIC50 and MIC90 values for the Shigella and Salmonella spp.
574,11099086,19,isolated.
575,11099086,20,"Possible drug-related adverse events occurred in 13 patients [ciprofloxacin, 8 (8%); ceftriaxone, 5 (4.7%)] and were mild and transient."
576,11099086,21,"Joint examination was normal during and after completion of therapy in all patients.
"
577,11099086,22,"CONCLUSION Oral ciprofloxacin was as safe and effective as intramuscular ceftriaxone for the empiric treatment of acute invasive diarrhea in ambulatory pediatric patients requiring an emergency room visit.

"
578,18189160,0,"Feasibility of two dose-dense FEC regimens with growth factor support for adjuvant therapy in patients with early breast cancer: results from a randomised study of the Central European Cooperative Oncology Group (CECOG).

"
579,18189160,1,"Addition of epirubicin to adjuvant chemotherapy can provide important benefits for patients with early breast cancer, but the optimal dose remains unclear."
580,18189160,2,"Further improvements can be achieved with dose-dense regimens, but densification of fluorouracil/epirubicin/cyclophosphamide (FEC) has proved difficult, with FEC(60) providing little benefit over standard chemotherapy and FEC(100) associated with toxicity."
581,18189160,3,We investigated the feasibility of two intermediate dose-dense FEC regimens.
582,18189160,4,"Patients were randomised to six cycles of FEC(75) or FEC(90), with all three drugs given on day 1 of each 14-day cycle."
583,18189160,5,Patients also received pegfilgrastim 6 mg as a single subcutaneous injection on day 2 of each cycle.
584,18189160,6,"The primary efficacy endpoint was the proportion of subjects receiving > or =85% relative dose intensity and was achieved by 96% and 88% of patients in the FEC(75) and FEC(90) arms, respectively."
585,18189160,7,"Of 147 FEC(75) infusions, 4.1% were delayed, while 9.8% of 143 FEC(90) infusions were delayed."
586,18189160,8,The most common reasons for delay were adverse events and personal/logistical reasons.
587,18189160,9,"One dose reduction occurred during the study (FEC(90)), related to diarrhoea."
588,18189160,10,Grade 3-4 haematological toxicities were reported in two patients in the FEC(90) arm.
589,18189160,11,There were no incidences of febrile neutropenia during the study.
590,18189160,12,The most common adverse events were increases in liver enzymes and gastrointestinal events; no event resulted in discontinuation.
591,18189160,13,Only one patient (FEC(90)) experienced serious adverse events (vomiting and throat oedema).
592,18189160,14,"In conclusion, dose-dense FEC(75 )and FEC(90) are feasible with pegfilgrastim support."
593,18189160,15,"These regimens are associated with a very low risk of Grade 3-4 toxicity.

"
594,16505427,0,"Phase III study of two different dosing schedules of erythropoietin in anemic patients with cancer.

"
595,16505427,1,PURPOSE
596,16505427,2,"To compare maintenance epoetin alfa administered once every 3 weeks with continued weekly epoetin alfa for patients with cancer-associated anemia.
"
597,16505427,3,"PATIENTS AND METHODS Eligible patients were randomly assigned at enrollment to receive three weekly doses of epoetin alfa 40,000 U subcutaneously (SC), followed by either standard weekly epoetin alfa (40K arm) or 120,000 U of epoetin alfa (120K arm) SC every 3 weeks for 18 additional weeks.
"
598,16505427,4,RESULTS Three hundred sixty-five patients were enrolled.
599,16505427,5,"One hundred eighty-three patients were assigned to the 40K arm, and 182 were assigned to the 120K arm."
600,16505427,6,"There was no difference in the proportion of patients requiring transfusions during the study (23% in 40K arm and 18% in 120K arm, P = .22) or specifically during the maintenance phase (13% in 40K arm v 15% in 120K arm, P = .58)."
601,16505427,7,"Patients randomly assigned to the 40K arm were more likely to have a > or = 2 or > or = 3 g/dL hemoglobin (Hb) increment, were more likely to have a drug dose held because of high Hb, and had higher mean end-of-study Hb levels."
602,16505427,8,"Toxicities, including thromboembolism, and overall survival were similar."
603,16505427,9,"Patients in the 40K arm had a higher global quality of life (QOL) at baseline for unclear reasons, whereas patients in the 120K arm had a greater global QOL improvement during the study, so end-of-study QOL was equivalent.
"
604,16505427,10,CONCLUSION
605,16505427,11,"After three weekly doses of epoetin alfa 40,000 U, a dose of 120,000 U can be administered safely once every 3 weeks without increasing transfusion needs or sacrificing QOL."
606,16505427,12,The Hb increment is somewhat greater with continued weekly epoetin alfa.
607,16505427,13,"Lack of blinding as a result of different treatment schedules may have confounded results.

"
608,11454878,0,"Recurrent epithelial ovarian carcinoma: a randomized phase III study of pegylated liposomal doxorubicin versus topotecan.

"
609,11454878,1,PURPOSE
610,11454878,2,"To compare the efficacy and safety of pegylated liposomal doxorubicin (PLD) and topotecan in patients with epithelial ovarian carcinoma that recurred after or didn't respond to first-line, platinum-based chemotherapy.
"
611,11454878,3,PATIENTS AND METHODS Patients with measurable and assessable disease were randomized to receive either PLD 50 mg/m(2) as a 1-hour infusion every 4 weeks or topotecan 1.5 mg/m(2)/d for 5 consecutive days every 3 weeks.
612,11454878,4,"Patients were stratified prospectively for platinum sensitivity and for the presence or absence of bulky disease.
"
613,11454878,5,RESULTS
614,11454878,6,A total of 474 patients were treated (239 PLD and 235 topotecan).
615,11454878,7,They comprised the intent-to-treat population.
616,11454878,8,The overall progression-free survival rates were similar between the two arms (P =.095).
617,11454878,9,"The overall response rates for PLD and topotecan were 19.7% and 17.0%, respectively (P =.390)."
618,11454878,10,Median overall survival times were 60 weeks for PLD and 56.7 weeks for topotecan.
619,11454878,11,"Data analyzed in platinum-sensitive patients demonstrated a statistically significant benefit from PLD for progression-free survival (P =.037), with medians of 28.9 for PLD versus 23.3 weeks for topotecan."
620,11454878,12,"For overall survival, PLD was significantly superior to topotecan (P =.008), with a median of 108 weeks versus 71.1 weeks."
621,11454878,13,The platinum-refractory subgroup demonstrated a nonstatistically significant survival trend in favor of topotecan (P =.455).
622,11454878,14,"Severe hematologic toxicity was more common with topotecan and was more likely to be associated with dosage modification, or growth factor or blood product utilization.
"
623,11454878,15,CONCLUSION
624,11454878,16,"The comparable efficacy, favorable safety profile, and convenient dosing support the role of PLD as a valuable treatment option in this patient population.

"
625,21106663,0,"Time-varying smoking abstinence predicts lower depressive symptoms following smoking cessation treatment.

"
626,21106663,1,INTRODUCTION
627,21106663,2,The question of whether abstinence during the months following a planned quit attempt exacerbates or improves depressive symptoms is an important clinical issue.
628,21106663,3,Extant research has primarily modeled between-person covariation between postquit abstinence and depressive symptom trajectories.
629,21106663,4,"However, this approach cannot account for potential third variables between participants that may affect both smoking and depression."
630,21106663,5,"Accordingly, the current study examined within-person covariation between time-varying abstinence and depressive symptom in a multilevel model (MLM), which allowed for transitions between smoking statuses within a participant.
"
631,21106663,6,METHODS Participants were 236 heavy drinking smokers in a randomized clinical trial testing the efficacy of incorporating brief alcohol intervention into smoking cessation treatment.
632,21106663,7,"Depressive symptoms and biochemically verified abstinence were assessed 1 week prior to and 2, 8, 16, and 26 weeks after quit date.
"
633,21106663,8,RESULTS MLMs indicated a slight increase in depressive symptoms over time in the sample as a whole.
634,21106663,9,"However, there was an inverse relation between time-varying abstinence (vs. smoking) and concurrent level of depressive symptoms, indicating that transitions from smoking to abstinence within individuals were associated with reductions in depressive symptoms.
"
635,21106663,10,CONCLUSIONS
636,21106663,11,"During the first 6 months following a planned quit attempt, being abstinent in a particular week appears to be associated with lower levels of concurrent depressive symptoms."
637,21106663,12,These results are not concordant with the view that intentional smoking abstinence exacerbates depressive symptoms.
638,21106663,13,"Efforts to promote smoking cessation should highlight that individuals are likely to feel more rather than less psychologically healthy when they successfully quit smoking.

"
